10.7097 	INFO 	Loaded monitor calibration from ['2025_03_07 15:28']
10.7153 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
10.8940 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000018C3EA86080>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000018C3EA86020>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000018C3EB44FD0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.8941 	EXP 	window1: backgroundImage = ''
10.8941 	EXP 	window1: backgroundFit = 'none'
10.9390 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
10.9390 	EXP 	window1: recordFrameIntervals = False
11.0141 	EXP 	window1: recordFrameIntervals = True
11.6815 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

13.5553 	INFO 	keyboard.Keyboard is using iohub backend.
13.5553 	INFO 	keyboard.Keyboard is using iohub backend.
13.5554 	INFO 	keyboard.Keyboard is using iohub backend.
13.5554 	EXP 	project: status = STARTED
13.6163 	EXP 	Created Start_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Start_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
13.6308 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
13.6522 	EXP 	Created faces_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='faces_image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
13.6571 	EXP 	Created Endding = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Endding', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Endding block\nThankyou for your patient', units='height', win=Window(...), wrapWidth=1)
0.0112 	INFO 	Keyboard events cleared
0.0108 	EXP 	Start_text: autoDraw = True
25.3982 	EXP 	Imported blocks/block_666.csv as conditions, 50 conditions, 4 params
25.3985 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'block': 1, 'trial': 1, 'image': 'ball/red.png', 'type': 'unknown', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
25.3992 	DATA 	Keypress: space
25.4002 	EXP 	Start_text: autoDraw = False
26.3871 	EXP 	fixation: autoDraw = True
27.0970 	INFO 	Keyboard events cleared
27.0966 	EXP 	fixation: autoDraw = False
27.0966 	EXP 	fixation: autoDraw = False
27.0966 	EXP 	faces_image: image = 'ball/red.png'
27.0966 	EXP 	faces_image: autoDraw = True
29.0803 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'block': 1, 'trial': 2, 'image': 'ball/red.png', 'type': 'unknown', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
29.0888 	EXP 	faces_image: autoDraw = False
29.0888 	EXP 	faces_image: autoDraw = False
30.0741 	EXP 	fixation: autoDraw = True
30.7070 	INFO 	Keyboard events cleared
30.7067 	EXP 	fixation: autoDraw = False
30.7067 	EXP 	fixation: autoDraw = False
30.7067 	EXP 	faces_image: image = 'ball/red.png'
30.7067 	EXP 	faces_image: autoDraw = True
32.6926 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'block': 1, 'trial': 3, 'image': 'ball/red.png', 'type': 'unknown', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
32.6978 	EXP 	faces_image: autoDraw = False
32.6978 	EXP 	faces_image: autoDraw = False
33.6977 	EXP 	fixation: autoDraw = True
34.5166 	INFO 	Keyboard events cleared
34.5163 	EXP 	fixation: autoDraw = False
34.5163 	EXP 	fixation: autoDraw = False
34.5163 	EXP 	faces_image: image = 'ball/red.png'
34.5163 	EXP 	faces_image: autoDraw = True
36.5089 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'block': 1, 'trial': 4, 'image': 'ball/blue.png', 'type': 'known', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
36.5159 	EXP 	faces_image: autoDraw = False
36.5159 	EXP 	faces_image: autoDraw = False
37.5091 	EXP 	fixation: autoDraw = True
38.2438 	INFO 	Keyboard events cleared
38.2434 	EXP 	fixation: autoDraw = False
38.2434 	EXP 	fixation: autoDraw = False
38.2434 	EXP 	faces_image: image = 'ball/blue.png'
38.2434 	EXP 	faces_image: autoDraw = True
40.2316 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'block': 1, 'trial': 5, 'image': 'ball/red.png', 'type': 'unknown', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
40.2409 	EXP 	faces_image: autoDraw = False
41.2316 	EXP 	fixation: autoDraw = True
42.0071 	INFO 	Keyboard events cleared
42.0069 	EXP 	fixation: autoDraw = False
42.0069 	EXP 	fixation: autoDraw = False
42.0069 	EXP 	faces_image: image = 'ball/red.png'
42.0069 	EXP 	faces_image: autoDraw = True
43.9955 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'block': 1, 'trial': 6, 'image': 'ball/blue.png', 'type': 'known', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
44.0044 	EXP 	faces_image: autoDraw = False
44.0044 	EXP 	faces_image: autoDraw = False
44.9950 	EXP 	fixation: autoDraw = True
45.8425 	INFO 	Keyboard events cleared
45.8419 	EXP 	fixation: autoDraw = False
45.8419 	EXP 	fixation: autoDraw = False
45.8419 	EXP 	faces_image: image = 'ball/blue.png'
45.8419 	EXP 	faces_image: autoDraw = True
47.8320 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'block': 1, 'trial': 7, 'image': 'ball/blue.png', 'type': 'known', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
47.8432 	EXP 	faces_image: autoDraw = False
47.8432 	EXP 	faces_image: autoDraw = False
48.8254 	EXP 	fixation: autoDraw = True
49.7347 	INFO 	Keyboard events cleared
49.7344 	EXP 	fixation: autoDraw = False
49.7344 	EXP 	fixation: autoDraw = False
49.7344 	EXP 	faces_image: image = 'ball/blue.png'
49.7344 	EXP 	faces_image: autoDraw = True
51.7272 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'block': 1, 'trial': 8, 'image': 'ball/red.png', 'type': 'unknown', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
51.7346 	EXP 	faces_image: autoDraw = False
51.7346 	EXP 	faces_image: autoDraw = False
52.7219 	EXP 	fixation: autoDraw = True
53.6491 	INFO 	Keyboard events cleared
53.6488 	EXP 	fixation: autoDraw = False
53.6488 	EXP 	fixation: autoDraw = False
53.6488 	EXP 	faces_image: image = 'ball/red.png'
53.6488 	EXP 	faces_image: autoDraw = True
55.6404 	EXP 	New trial (rep=0, index=8): <Trial 8 (8 in rep 0) data={'block': 1, 'trial': 9, 'image': 'ball/red.png', 'type': 'unknown', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 0}>
55.6442 	EXP 	faces_image: autoDraw = False
55.6442 	EXP 	faces_image: autoDraw = False
56.6311 	EXP 	fixation: autoDraw = True
57.4982 	INFO 	Keyboard events cleared
57.4979 	EXP 	fixation: autoDraw = False
57.4979 	EXP 	fixation: autoDraw = False
57.4979 	EXP 	faces_image: image = 'ball/red.png'
57.4979 	EXP 	faces_image: autoDraw = True
59.4890 	EXP 	New trial (rep=0, index=9): <Trial 9 (9 in rep 0) data={'block': 1, 'trial': 10, 'image': 'ball/red.png', 'type': 'unknown', 'thisN': 9, 'thisTrialN': 9, 'thisRepN': 0}>
59.4914 	EXP 	faces_image: autoDraw = False
59.4914 	EXP 	faces_image: autoDraw = False
60.4886 	EXP 	fixation: autoDraw = True
61.3065 	INFO 	Keyboard events cleared
61.3062 	EXP 	fixation: autoDraw = False
61.3062 	EXP 	fixation: autoDraw = False
61.3062 	EXP 	faces_image: image = 'ball/red.png'
61.3062 	EXP 	faces_image: autoDraw = True
63.2919 	EXP 	New trial (rep=0, index=10): <Trial 10 (10 in rep 0) data={'block': 1, 'trial': 11, 'image': 'ball/red.png', 'type': 'unknown', 'thisN': 10, 'thisTrialN': 10, 'thisRepN': 0}>
63.2974 	EXP 	faces_image: autoDraw = False
63.2974 	EXP 	faces_image: autoDraw = False
64.2914 	EXP 	fixation: autoDraw = True
65.0404 	INFO 	Keyboard events cleared
65.0401 	EXP 	fixation: autoDraw = False
65.0401 	EXP 	fixation: autoDraw = False
65.0401 	EXP 	faces_image: image = 'ball/red.png'
65.0401 	EXP 	faces_image: autoDraw = True
67.0254 	EXP 	New trial (rep=0, index=11): <Trial 11 (11 in rep 0) data={'block': 1, 'trial': 12, 'image': 'ball/red.png', 'type': 'unknown', 'thisN': 11, 'thisTrialN': 11, 'thisRepN': 0}>
67.0305 	EXP 	faces_image: autoDraw = False
67.0305 	EXP 	faces_image: autoDraw = False
68.0245 	EXP 	fixation: autoDraw = True
68.9825 	INFO 	Keyboard events cleared
68.9821 	EXP 	fixation: autoDraw = False
68.9821 	EXP 	fixation: autoDraw = False
68.9821 	EXP 	faces_image: image = 'ball/red.png'
68.9821 	EXP 	faces_image: autoDraw = True
70.9739 	EXP 	New trial (rep=0, index=12): <Trial 12 (12 in rep 0) data={'block': 1, 'trial': 13, 'image': 'ball/red.png', 'type': 'unknown', 'thisN': 12, 'thisTrialN': 12, 'thisRepN': 0}>
70.9760 	EXP 	faces_image: autoDraw = False
70.9760 	EXP 	faces_image: autoDraw = False
71.9733 	EXP 	fixation: autoDraw = True
72.6298 	INFO 	Keyboard events cleared
72.6294 	EXP 	fixation: autoDraw = False
72.6294 	EXP 	fixation: autoDraw = False
72.6294 	EXP 	faces_image: image = 'ball/red.png'
72.6294 	EXP 	faces_image: autoDraw = True
74.6129 	EXP 	New trial (rep=0, index=13): <Trial 13 (13 in rep 0) data={'block': 1, 'trial': 14, 'image': 'ball/red.png', 'type': 'unknown', 'thisN': 13, 'thisTrialN': 13, 'thisRepN': 0}>
74.6224 	EXP 	faces_image: autoDraw = False
74.6224 	EXP 	faces_image: autoDraw = False
75.6123 	EXP 	fixation: autoDraw = True
76.2789 	INFO 	Keyboard events cleared
76.2785 	EXP 	fixation: autoDraw = False
76.2785 	EXP 	fixation: autoDraw = False
76.2785 	EXP 	faces_image: image = 'ball/red.png'
76.2785 	EXP 	faces_image: autoDraw = True
78.2626 	EXP 	New trial (rep=0, index=14): <Trial 14 (14 in rep 0) data={'block': 1, 'trial': 15, 'image': 'ball/red.png', 'type': 'unknown', 'thisN': 14, 'thisTrialN': 14, 'thisRepN': 0}>
78.2673 	EXP 	faces_image: autoDraw = False
78.2673 	EXP 	faces_image: autoDraw = False
79.2609 	EXP 	fixation: autoDraw = True
80.1822 	INFO 	Keyboard events cleared
80.1819 	EXP 	fixation: autoDraw = False
80.1819 	EXP 	fixation: autoDraw = False
80.1819 	EXP 	faces_image: image = 'ball/red.png'
80.1819 	EXP 	faces_image: autoDraw = True
82.1740 	EXP 	New trial (rep=0, index=15): <Trial 15 (15 in rep 0) data={'block': 1, 'trial': 16, 'image': 'ball/red.png', 'type': 'unknown', 'thisN': 15, 'thisTrialN': 15, 'thisRepN': 0}>
82.1760 	EXP 	faces_image: autoDraw = False
82.1760 	EXP 	faces_image: autoDraw = False
83.1739 	EXP 	fixation: autoDraw = True
84.0739 	INFO 	Keyboard events cleared
84.0736 	EXP 	fixation: autoDraw = False
84.0736 	EXP 	fixation: autoDraw = False
84.0736 	EXP 	faces_image: image = 'ball/red.png'
84.0736 	EXP 	faces_image: autoDraw = True
86.0580 	EXP 	New trial (rep=0, index=16): <Trial 16 (16 in rep 0) data={'block': 1, 'trial': 17, 'image': 'ball/red.png', 'type': 'unknown', 'thisN': 16, 'thisTrialN': 16, 'thisRepN': 0}>
86.0605 	EXP 	faces_image: autoDraw = False
86.0605 	EXP 	faces_image: autoDraw = False
87.0606 	EXP 	fixation: autoDraw = True
87.8202 	INFO 	Keyboard events cleared
87.8197 	EXP 	fixation: autoDraw = False
87.8197 	EXP 	fixation: autoDraw = False
87.8197 	EXP 	faces_image: image = 'ball/red.png'
87.8197 	EXP 	faces_image: autoDraw = True
89.8067 	EXP 	New trial (rep=0, index=17): <Trial 17 (17 in rep 0) data={'block': 1, 'trial': 18, 'image': 'ball/red.png', 'type': 'unknown', 'thisN': 17, 'thisTrialN': 17, 'thisRepN': 0}>
89.8119 	EXP 	faces_image: autoDraw = False
89.8119 	EXP 	faces_image: autoDraw = False
90.8061 	EXP 	fixation: autoDraw = True
91.5071 	INFO 	Keyboard events cleared
91.5066 	EXP 	fixation: autoDraw = False
91.5066 	EXP 	fixation: autoDraw = False
91.5066 	EXP 	faces_image: image = 'ball/red.png'
91.5066 	EXP 	faces_image: autoDraw = True
93.4914 	EXP 	New trial (rep=0, index=18): <Trial 18 (18 in rep 0) data={'block': 1, 'trial': 19, 'image': 'ball/red.png', 'type': 'unknown', 'thisN': 18, 'thisTrialN': 18, 'thisRepN': 0}>
93.4966 	EXP 	faces_image: autoDraw = False
93.4966 	EXP 	faces_image: autoDraw = False
94.4907 	EXP 	fixation: autoDraw = True
95.1047 	INFO 	Keyboard events cleared
95.1043 	EXP 	fixation: autoDraw = False
95.1043 	EXP 	fixation: autoDraw = False
95.1043 	EXP 	faces_image: image = 'ball/red.png'
95.1043 	EXP 	faces_image: autoDraw = True
97.0893 	EXP 	New trial (rep=0, index=19): <Trial 19 (19 in rep 0) data={'block': 1, 'trial': 20, 'image': 'ball/red.png', 'type': 'unknown', 'thisN': 19, 'thisTrialN': 19, 'thisRepN': 0}>
97.0967 	EXP 	faces_image: autoDraw = False
97.0967 	EXP 	faces_image: autoDraw = False
98.0906 	EXP 	fixation: autoDraw = True
98.8061 	INFO 	Keyboard events cleared
98.8058 	EXP 	fixation: autoDraw = False
98.8058 	EXP 	fixation: autoDraw = False
98.8058 	EXP 	faces_image: image = 'ball/red.png'
98.8058 	EXP 	faces_image: autoDraw = True
100.7910 	EXP 	New trial (rep=0, index=20): <Trial 20 (20 in rep 0) data={'block': 1, 'trial': 21, 'image': 'ball/blue.png', 'type': 'known', 'thisN': 20, 'thisTrialN': 20, 'thisRepN': 0}>
100.7932 	EXP 	faces_image: autoDraw = False
100.7932 	EXP 	faces_image: autoDraw = False
101.7932 	EXP 	fixation: autoDraw = True
102.5298 	INFO 	Keyboard events cleared
102.5295 	EXP 	fixation: autoDraw = False
102.5295 	EXP 	fixation: autoDraw = False
102.5295 	EXP 	faces_image: image = 'ball/blue.png'
102.5295 	EXP 	faces_image: autoDraw = True
104.5151 	EXP 	New trial (rep=0, index=21): <Trial 21 (21 in rep 0) data={'block': 1, 'trial': 22, 'image': 'ball/red.png', 'type': 'unknown', 'thisN': 21, 'thisTrialN': 21, 'thisRepN': 0}>
104.5232 	EXP 	faces_image: autoDraw = False
104.5232 	EXP 	faces_image: autoDraw = False
105.5145 	EXP 	fixation: autoDraw = True
106.4177 	INFO 	Keyboard events cleared
106.4174 	EXP 	fixation: autoDraw = False
106.4174 	EXP 	fixation: autoDraw = False
106.4174 	EXP 	faces_image: image = 'ball/red.png'
106.4174 	EXP 	faces_image: autoDraw = True
